transaction_id,sale_date,product_name,category,region,quantity,unit_price,discount_pct,tax_pct,total_amount,payment_method
331,2024-05-08,Monitor E,Accessories,India,8,1914,5,18,17164.75,Cash
332,2024-05-27,Mouse F,Electronics,Canada,3,58374,0,5,183878.1,Cash
333,2024-11-02,Camera G,Gadgets,Germany,1,29477,15,5,26308.22,NetBanking
334,2024-08-04,Monitor E,Accessories,Australia,3,49312,5,12,157403.9,Cash
335,2024-07-26,Monitor E,Electronics,UK,8,58292,5,5,465170.16,Card
336,2024-09-19,Camera G,Electronics,Australia,1,21351,10,18,22674.76,Cash
337,2024-12-09,Mouse F,Electronics,USA,2,5833,0,12,13065.92,NetBanking
338,2024-01-26,Laptop B,Gadgets,India,5,37618,0,12,210660.8,Cash
339,2024-12-19,Headphones C,Electronics,Canada,9,58327,0,12,587936.16,NetBanking
340,2024-12-14,Monitor E,Accessories,UK,3,53527,15,12,152873.11,NetBanking
341,2024-06-19,Monitor E,Accessories,USA,7,38487,15,12,256477.37,Cash
342,2024-12-20,Laptop B,Electronics,UK,7,33466,5,18,262607.7,UPI
343,2024-08-12,Smartphone A,Electronics,Germany,4,47860,0,12,214412.8,NetBanking
344,2024-04-17,Camera G,Electronics,Germany,8,53479,15,12,407296.06,Cash
345,2024-10-07,Monitor E,Electronics,USA,2,24909,10,12,50216.54,UPI
346,2024-04-21,Headphones C,Gadgets,Australia,2,10879,10,18,23107.0,NetBanking
347,2024-06-14,Keyboard D,Electronics,Australia,2,22896,0,12,51287.04,NetBanking
348,2024-04-21,Monitor E,Electronics,USA,3,50543,15,18,152083.89,UPI
349,2024-08-04,Headphones C,Electronics,USA,7,26647,0,18,220104.22,Card
350,2024-08-14,Mouse F,Gadgets,Germany,6,39121,5,12,249748.46,NetBanking
351,2024-06-04,Smartphone A,Electronics,USA,7,51251,5,12,381717.45,UPI
352,2024-11-17,Headphones C,Gadgets,USA,8,2608,5,18,23388.54,Cash
353,2024-06-13,Camera G,Gadgets,Australia,5,51274,0,12,287134.4,UPI
354,2024-05-24,Smartphone A,Accessories,Canada,2,7756,15,12,14767.42,Card
355,2024-05-14,Tablet H,Gadgets,India,3,5074,0,5,15983.1,Card
356,2024-03-26,Keyboard D,Gadgets,India,4,46266,0,18,218375.52,Cash
357,2024-08-10,Smartphone A,Electronics,UK,10,15229,15,5,135918.83,NetBanking
358,2024-06-27,Camera G,Electronics,Canada,4,14790,15,12,56320.32,UPI
359,2024-10-22,Headphones C,Accessories,USA,3,55734,15,18,167703.61,UPI
360,2024-05-13,Tablet H,Accessories,Germany,5,36908,0,5,193767.0,Card
361,2024-12-19,Laptop B,Gadgets,UK,10,34402,15,5,307037.85,Card
362,2024-03-03,Keyboard D,Electronics,Australia,4,53314,0,5,223918.8,NetBanking
363,2024-07-02,Keyboard D,Accessories,Germany,8,9710,10,12,78301.44,UPI
364,2024-04-28,Headphones C,Gadgets,USA,1,57368,15,18,57540.1,UPI
365,2024-05-09,Mouse F,Electronics,India,3,45987,5,5,137616.1,Cash
366,2024-11-27,Smartphone A,Electronics,Canada,6,55846,15,12,318992.35,Card
367,2024-01-06,Smartphone A,Electronics,Australia,2,18248,0,18,43065.28,Cash
368,2024-07-24,Keyboard D,Electronics,UK,10,38358,10,12,386648.64,UPI
369,2024-10-20,Monitor E,Electronics,Australia,4,46176,15,18,185258.11,Cash
370,2024-03-01,Mouse F,Gadgets,Canada,8,32553,15,18,261205.27,NetBanking
371,2024-10-03,Headphones C,Electronics,Germany,4,30066,0,5,126277.2,UPI
372,2024-01-05,Keyboard D,Electronics,Australia,6,8277,5,5,49537.84,Card
373,2024-09-16,Monitor E,Gadgets,USA,7,39010,5,18,306111.47,Cash
374,2024-09-20,Monitor E,Electronics,Germany,4,632,0,12,2831.36,UPI
375,2024-07-17,Monitor E,Accessories,India,3,34587,5,18,116316.08,NetBanking
376,2024-06-24,Headphones C,Accessories,USA,2,41589,0,5,87336.9,NetBanking
377,2024-02-14,Smartphone A,Accessories,USA,6,12264,15,18,73804.75,Card
378,2024-12-05,Headphones C,Gadgets,India,4,24200,10,18,102801.6,Cash
379,2024-10-23,Headphones C,Accessories,USA,2,15016,10,18,31893.98,Cash
380,2024-04-26,Camera G,Gadgets,USA,8,22367,10,5,169094.52,Card
381,2024-03-18,Monitor E,Gadgets,India,4,4771,5,18,21393.16,Card
382,2024-12-09,Camera G,Electronics,India,10,16348,10,5,154488.6,Cash
383,2024-06-28,Headphones C,Accessories,UK,4,29748,10,12,119943.94,UPI
384,2024-07-09,Mouse F,Gadgets,Australia,5,43085,5,18,241491.42,Card
385,2024-04-01,Smartphone A,Accessories,USA,7,57601,0,18,475784.26,Cash
386,2024-05-27,Monitor E,Gadgets,India,6,31471,10,12,190336.61,NetBanking
387,2024-05-29,Tablet H,Accessories,Australia,10,57523,10,18,610894.26,UPI
388,2024-08-26,Smartphone A,Gadgets,Australia,10,57012,10,5,538763.4,Card
389,2024-11-03,Smartphone A,Gadgets,Canada,9,8175,0,5,77253.75,UPI
390,2024-01-18,Camera G,Electronics,Canada,2,15910,5,18,35670.22,UPI
391,2024-07-05,Keyboard D,Gadgets,Canada,1,6651,5,18,7455.77,UPI
392,2024-08-10,Tablet H,Electronics,Australia,3,38868,0,12,130596.48,Cash
393,2024-01-11,Monitor E,Accessories,Australia,9,23821,10,18,227681.12,NetBanking
394,2024-03-14,Laptop B,Gadgets,India,7,1558,10,18,11582.17,NetBanking
395,2024-05-10,Keyboard D,Gadgets,Canada,7,52675,15,12,351026.2,Card
396,2024-06-06,Mouse F,Gadgets,UK,2,35300,10,5,66717.0,NetBanking
397,2024-10-26,Headphones C,Gadgets,India,2,19357,5,18,43398.39,Cash
398,2024-05-18,Keyboard D,Electronics,UK,7,58401,5,18,458272.65,NetBanking
399,2024-08-06,Smartphone A,Gadgets,Canada,5,21795,0,18,128590.5,UPI
400,2024-09-12,Tablet H,Accessories,USA,4,40042,5,18,179548.33,UPI
401,2024-06-02,Smartphone A,Accessories,Australia,9,12238,5,18,123469.18,Card
402,2024-01-08,Keyboard D,Accessories,Canada,8,20490,15,18,164411.76,UPI
403,2024-01-28,Monitor E,Accessories,UK,10,54435,10,18,578099.7,Cash
404,2024-07-07,Tablet H,Gadgets,Canada,2,20381,5,12,43370.77,UPI
405,2024-06-29,Camera G,Accessories,Germany,5,34834,5,18,195244.57,Card
406,2024-03-07,Headphones C,Gadgets,Canada,1,18497,15,12,17609.14,Card
407,2024-02-12,Laptop B,Accessories,Germany,8,17286,15,18,138702.86,NetBanking
408,2024-10-01,Smartphone A,Gadgets,USA,7,21790,0,18,179985.4,NetBanking
409,2024-05-26,Mouse F,Gadgets,Germany,9,24021,10,5,204298.61,UPI
410,2024-11-05,Monitor E,Gadgets,Australia,2,56861,15,12,108263.34,UPI
411,2024-11-07,Mouse F,Gadgets,USA,2,24017,5,12,51108.18,Cash
412,2024-06-19,Smartphone A,Accessories,India,7,10901,10,5,72110.12,Card
413,2024-03-03,Smartphone A,Accessories,Germany,8,38082,0,12,341214.72,Card
414,2024-05-03,Mouse F,Electronics,UK,1,42841,0,18,50552.38,Card
415,2024-08-21,Camera G,Gadgets,UK,7,7799,10,18,57977.77,NetBanking
416,2024-08-20,Mouse F,Accessories,USA,3,4849,0,18,17165.46,NetBanking
417,2024-03-17,Headphones C,Accessories,Canada,3,17319,0,5,54554.85,NetBanking
418,2024-09-14,Mouse F,Gadgets,Canada,6,2409,10,5,13659.03,UPI
419,2024-02-06,Laptop B,Electronics,USA,4,47318,15,5,168925.26,UPI
420,2024-07-29,Laptop B,Accessories,Canada,8,2982,10,12,24046.85,Card
421,2024-11-08,Laptop B,Electronics,Germany,6,28591,10,12,172918.37,Card
422,2024-09-04,Mouse F,Gadgets,UK,6,41555,10,18,264788.46,UPI
423,2024-06-05,Keyboard D,Electronics,USA,7,35904,0,12,281487.36,Card
424,2024-04-16,Camera G,Accessories,India,4,39952,0,5,167798.4,UPI
425,2024-04-27,Monitor E,Accessories,Australia,9,23048,10,12,209091.46,UPI
426,2024-05-04,Mouse F,Gadgets,Germany,1,54326,10,12,54760.61,UPI
427,2024-11-19,Smartphone A,Electronics,Germany,3,48293,0,18,170957.22,UPI
428,2024-02-24,Headphones C,Electronics,Germany,6,29997,15,18,180521.95,NetBanking
429,2024-07-22,Camera G,Accessories,Australia,1,58372,0,12,65376.64,Card
430,2024-06-23,Monitor E,Electronics,India,4,28701,15,18,115148.41,NetBanking
431,2024-03-30,Keyboard D,Accessories,Australia,1,49643,0,18,58578.74,Cash
432,2024-04-06,Keyboard D,Accessories,Australia,2,10713,0,5,22497.3,Card
433,2024-09-20,Mouse F,Accessories,Australia,3,2266,10,12,6852.38,Card
434,2024-03-09,Monitor E,Accessories,India,6,25510,15,12,145713.12,Card
435,2024-03-16,Tablet H,Electronics,USA,3,41400,0,12,139104.0,UPI
436,2024-07-16,Laptop B,Electronics,USA,2,52428,15,12,99822.91,NetBanking
437,2024-08-22,Laptop B,Gadgets,UK,7,48550,15,18,340869.55,Cash
438,2024-07-20,Laptop B,Accessories,India,5,9091,0,18,53636.9,Card
439,2024-10-27,Keyboard D,Accessories,Australia,6,10022,15,18,60312.4,Card
440,2024-06-25,Mouse F,Electronics,USA,3,29690,15,12,84794.64,UPI
441,2024-08-29,Laptop B,Accessories,India,2,7687,0,12,17218.88,Cash
442,2024-02-13,Smartphone A,Electronics,UK,3,58476,15,18,175954.28,NetBanking
443,2024-06-06,Keyboard D,Electronics,UK,2,40498,5,18,90796.52,Card
444,2024-02-24,Keyboard D,Electronics,Canada,3,24817,0,18,87852.18,Card
445,2024-08-11,Smartphone A,Accessories,Canada,8,24356,10,12,196406.78,UPI
446,2024-10-26,Laptop B,Accessories,UK,8,51197,5,18,459134.7,UPI
447,2024-10-01,Camera G,Electronics,India,5,59201,0,5,310805.25,Card
448,2024-08-29,Headphones C,Electronics,USA,9,6542,0,12,65943.36,Cash
449,2024-02-26,Monitor E,Gadgets,India,9,29697,15,5,238541.15,NetBanking
450,2024-09-03,Camera G,Electronics,USA,2,14074,10,18,29893.18,Cash
451,2024-09-20,Monitor E,Accessories,USA,6,15375,10,12,92988.0,NetBanking
452,2024-12-08,Tablet H,Gadgets,Australia,3,27356,0,12,91916.16,UPI
453,2024-11-19,Keyboard D,Accessories,UK,4,38286,0,18,180709.92,NetBanking
454,2024-03-16,Laptop B,Gadgets,India,9,34301,15,18,309635.13,UPI
455,2024-05-19,Laptop B,Electronics,Germany,7,12020,10,18,89356.68,Cash
456,2024-01-21,Keyboard D,Gadgets,Canada,3,8936,5,5,26740.98,Card
457,2024-11-14,Tablet H,Gadgets,Canada,8,38813,10,12,312988.03,NetBanking
458,2024-10-07,Smartphone A,Gadgets,Germany,8,29353,15,12,223552.45,UPI
459,2024-03-07,Camera G,Gadgets,USA,6,36685,5,5,219559.73,NetBanking
460,2024-06-19,Mouse F,Gadgets,Germany,6,7058,10,12,42686.78,UPI
461,2024-08-06,Smartphone A,Gadgets,Canada,2,19257,0,18,45446.52,Card
462,2024-04-23,Laptop B,Gadgets,UK,5,10085,15,12,48004.6,UPI
463,2024-04-27,Headphones C,Gadgets,UK,4,31583,15,18,126711.0,Card
464,2024-12-12,Tablet H,Electronics,Canada,10,47196,10,12,475735.68,NetBanking
465,2024-09-12,Headphones C,Accessories,Australia,3,49926,0,18,176738.04,UPI
466,2024-12-23,Mouse F,Accessories,Canada,7,38807,10,5,256708.31,Cash
467,2024-04-28,Camera G,Gadgets,India,10,58060,5,12,617758.4,Cash
468,2024-02-10,Smartphone A,Electronics,India,8,29303,10,12,236299.39,NetBanking
469,2024-11-22,Smartphone A,Accessories,Canada,9,4788,0,5,45246.6,Cash
470,2024-10-24,Smartphone A,Electronics,Australia,10,12603,5,12,134095.92,Cash
471,2024-08-06,Camera G,Electronics,Canada,8,44703,5,12,380511.94,Card
472,2024-03-02,Smartphone A,Accessories,India,4,29490,10,18,125273.52,UPI
473,2024-04-08,Mouse F,Gadgets,Germany,1,24452,10,5,23107.14,Card
474,2024-10-11,Laptop B,Accessories,USA,1,42213,10,5,39891.29,UPI
475,2024-08-06,Tablet H,Accessories,Australia,5,14548,0,18,85833.2,UPI
476,2024-03-11,Laptop B,Gadgets,India,2,43473,5,12,92510.54,Cash
477,2024-04-29,Mouse F,Gadgets,USA,7,57054,10,5,377412.21,UPI
478,2024-07-14,Monitor E,Electronics,USA,8,31438,0,5,264079.2,NetBanking
479,2024-07-07,Keyboard D,Electronics,Germany,6,58797,5,12,375360.05,Cash
480,2024-01-30,Tablet H,Gadgets,UK,9,10825,15,5,86951.81,Card
481,2024-08-14,Mouse F,Accessories,UK,4,33064,15,18,132652.77,UPI
482,2024-05-04,Laptop B,Accessories,Germany,3,29912,10,12,90453.89,UPI
483,2024-12-17,Monitor E,Electronics,Canada,8,28034,15,5,200162.76,UPI
484,2024-03-29,Keyboard D,Accessories,USA,6,46642,0,12,313434.24,NetBanking
485,2024-05-22,Mouse F,Gadgets,UK,5,9235,15,18,46313.52,UPI
486,2024-07-07,Monitor E,Accessories,India,10,17434,0,12,195260.8,Cash
487,2024-10-14,Camera G,Accessories,Canada,1,39497,0,12,44236.64,NetBanking
488,2024-10-20,Monitor E,Accessories,USA,2,3762,0,5,7900.2,UPI
489,2024-03-29,Monitor E,Gadgets,Canada,2,44342,0,18,104647.12,Card
490,2024-06-17,Monitor E,Accessories,India,8,29359,15,18,235576.62,Cash
491,2024-09-03,Camera G,Accessories,Canada,2,3066,5,18,6873.97,NetBanking
492,2024-02-15,Camera G,Electronics,UK,2,58551,15,5,104513.54,NetBanking
493,2024-02-10,Camera G,Gadgets,India,7,59238,10,5,391859.37,Cash
494,2024-01-11,Camera G,Accessories,USA,7,29742,15,5,185813.14,UPI
495,2024-01-06,Headphones C,Accessories,Canada,3,35432,0,18,125429.28,NetBanking
496,2024-01-11,Headphones C,Gadgets,UK,4,3656,0,12,16378.88,Cash
497,2024-12-24,Keyboard D,Accessories,UK,3,3742,15,18,11259.68,Card
498,2024-12-10,Headphones C,Accessories,Germany,5,54390,5,18,304855.95,Cash
499,2024-04-05,Tablet H,Electronics,Australia,6,1205,0,12,8097.6,UPI
500,2024-12-26,Monitor E,Gadgets,Canada,9,35234,0,5,332961.3,NetBanking
501,2024-09-25,Keyboard D,Gadgets,India,3,8654,15,5,23171.09,UPI
502,2024-05-03,Smartphone A,Gadgets,Australia,9,20857,15,18,188276.14,Cash
503,2024-07-10,Headphones C,Gadgets,Germany,3,43786,10,18,139502.2,NetBanking
504,2024-01-20,Laptop B,Electronics,Australia,8,20412,10,5,154314.72,Cash
505,2024-08-20,Mouse F,Accessories,Canada,5,1395,15,18,6995.92,Card
506,2024-07-04,Laptop B,Accessories,USA,10,3710,10,12,37396.8,UPI
507,2024-10-31,Keyboard D,Electronics,Germany,5,6693,5,18,37514.26,Cash
508,2024-04-14,Keyboard D,Gadgets,USA,3,22880,15,18,68845.92,Cash
509,2024-05-01,Laptop B,Accessories,India,4,43742,5,5,174530.58,NetBanking
510,2024-05-27,Monitor E,Electronics,Australia,10,36291,15,5,323897.17,Card
511,2024-11-04,Tablet H,Electronics,Australia,4,15380,10,5,58136.4,Cash
512,2024-02-23,Camera G,Accessories,USA,8,6207,15,5,44317.98,Cash
513,2024-09-23,Camera G,Gadgets,Canada,3,45265,15,18,136202.38,NetBanking
514,2024-10-14,Smartphone A,Accessories,India,7,28901,0,12,226583.84,NetBanking
515,2024-12-21,Mouse F,Electronics,UK,1,56240,10,18,59726.88,NetBanking
516,2024-03-07,Headphones C,Gadgets,UK,7,8476,5,12,63129.25,NetBanking
517,2024-05-23,Laptop B,Accessories,India,6,52253,0,18,369951.24,Card
518,2024-04-17,Keyboard D,Gadgets,Australia,1,53840,0,18,63531.2,Cash
519,2024-09-27,Monitor E,Electronics,Germany,4,19079,0,18,90052.88,NetBanking
520,2024-10-27,Headphones C,Accessories,Australia,3,59691,0,18,211306.14,NetBanking
521,2024-12-29,Headphones C,Electronics,USA,4,32727,10,18,139024.3,Card
522,2024-09-14,Keyboard D,Gadgets,Canada,5,9658,5,5,48169.28,Card
523,2024-07-05,Monitor E,Accessories,Australia,9,21630,5,12,207128.88,NetBanking
524,2024-11-24,Tablet H,Accessories,Canada,1,9675,10,5,9142.88,Card
525,2024-12-03,Smartphone A,Accessories,Australia,1,59926,0,18,70712.68,UPI
526,2024-10-29,Headphones C,Accessories,USA,10,15142,0,5,158991.0,Cash
527,2024-08-08,Smartphone A,Electronics,India,7,19495,0,12,152840.8,UPI
528,2024-05-27,Headphones C,Gadgets,India,5,53840,10,18,285890.4,UPI
529,2024-04-10,Monitor E,Electronics,Australia,4,35236,5,18,157998.22,Cash
530,2024-10-08,Monitor E,Gadgets,UK,7,36198,10,12,255413.09,UPI
531,2024-11-26,Camera G,Gadgets,India,2,52741,10,5,99680.49,NetBanking
532,2024-12-08,Laptop B,Electronics,Canada,6,5495,0,18,38904.6,Cash
533,2024-12-17,Camera G,Accessories,UK,7,3779,5,12,28145.99,UPI
534,2024-03-03,Laptop B,Gadgets,USA,2,55050,10,5,104044.5,NetBanking
535,2024-12-11,Tablet H,Accessories,USA,8,54173,5,5,432300.54,UPI
536,2024-06-07,Monitor E,Electronics,UK,3,15605,5,18,52479.61,UPI
537,2024-11-15,Smartphone A,Gadgets,USA,6,12912,0,12,86768.64,NetBanking
538,2024-02-03,Headphones C,Electronics,India,5,9387,15,18,47075.81,UPI
539,2024-10-10,Smartphone A,Electronics,Canada,6,52754,5,18,354823.4,NetBanking
540,2024-10-14,Headphones C,Accessories,USA,5,3286,5,18,18418.03,UPI
541,2024-12-01,Headphones C,Gadgets,India,5,53504,0,18,315673.6,NetBanking
542,2024-08-01,Mouse F,Gadgets,USA,5,50279,0,18,296646.1,Card
543,2024-03-08,Keyboard D,Gadgets,Canada,10,52103,5,5,519727.43,UPI
544,2024-11-06,Tablet H,Electronics,Australia,10,32636,5,5,325544.1,NetBanking
545,2024-12-12,Tablet H,Electronics,Australia,9,41566,0,18,441430.92,Cash
546,2024-02-09,Camera G,Accessories,USA,1,54668,10,5,51661.26,Card
547,2024-12-06,Monitor E,Electronics,Australia,3,22846,15,5,61170.17,UPI
548,2024-08-19,Camera G,Gadgets,Canada,6,29892,0,18,211635.36,Card
549,2024-09-16,Headphones C,Gadgets,USA,5,57776,0,12,323545.6,UPI
550,2024-08-23,Tablet H,Electronics,India,4,34734,0,18,163944.48,UPI
551,2024-09-23,Camera G,Electronics,India,10,52718,10,12,531397.44,UPI
552,2024-12-21,Camera G,Gadgets,UK,4,50710,5,12,215821.76,Cash
553,2024-07-28,Laptop B,Gadgets,India,6,13030,5,18,87639.78,Card
554,2024-07-14,Mouse F,Gadgets,India,2,53173,0,12,119107.52,Cash
555,2024-08-21,Keyboard D,Gadgets,UK,7,57169,10,5,378172.94,NetBanking
556,2024-10-26,Camera G,Electronics,USA,10,36028,15,18,361360.84,Card
557,2024-01-26,Tablet H,Accessories,UK,7,52591,10,18,390961.49,NetBanking
558,2024-07-30,Mouse F,Electronics,USA,1,18037,0,5,18938.85,Cash
559,2024-05-21,Mouse F,Accessories,Australia,5,45556,10,5,215252.1,NetBanking
560,2024-07-30,Tablet H,Electronics,USA,7,10630,15,18,74633.23,Card
561,2024-03-28,Mouse F,Gadgets,USA,1,32255,0,5,33867.75,NetBanking
562,2024-11-09,Monitor E,Accessories,Germany,8,15174,5,5,121088.52,Cash
563,2024-05-04,Smartphone A,Electronics,Australia,4,15329,0,5,64381.8,Card
564,2024-05-05,Monitor E,Gadgets,Canada,2,40624,15,18,81491.74,Card
565,2024-12-04,Keyboard D,Gadgets,India,1,6205,10,12,6254.64,UPI
566,2024-02-18,Monitor E,Gadgets,India,7,42984,15,18,301790.66,Card
567,2024-08-23,Keyboard D,Electronics,Germany,6,43075,0,5,271372.5,UPI
568,2024-09-30,Keyboard D,Accessories,USA,5,59451,0,5,312117.75,Card
569,2024-05-15,Tablet H,Accessories,Germany,8,20529,0,5,172443.6,Cash
570,2024-08-26,Tablet H,Electronics,Canada,6,12330,10,5,69911.1,Card
571,2024-09-05,Headphones C,Accessories,Australia,5,57985,5,12,308480.2,Card
572,2024-05-02,Tablet H,Gadgets,India,6,22259,10,5,126208.53,Card
573,2024-09-04,Mouse F,Accessories,Canada,1,30219,15,12,28768.49,NetBanking
574,2024-04-23,Tablet H,Electronics,USA,7,39350,10,5,260300.25,Card
575,2024-02-13,Mouse F,Electronics,Australia,10,45204,10,12,455656.32,Card
576,2024-05-06,Mouse F,Electronics,Australia,9,1939,15,5,15575.02,NetBanking
577,2024-06-02,Smartphone A,Accessories,India,6,12901,5,18,86772.13,Card
578,2024-11-20,Camera G,Accessories,India,8,41527,15,12,316269.63,NetBanking
579,2024-06-20,Tablet H,Gadgets,Germany,10,35146,10,18,373250.52,NetBanking
580,2024-05-26,Laptop B,Electronics,Australia,1,13721,10,18,14571.7,UPI
581,2024-03-23,Monitor E,Accessories,Australia,2,47336,0,12,106032.64,Card
582,2024-09-30,Camera G,Gadgets,USA,3,32037,5,12,102262.1,NetBanking
583,2024-09-22,Smartphone A,Electronics,Germany,3,18264,0,5,57531.6,UPI
584,2024-11-14,Mouse F,Accessories,Australia,7,46405,5,5,324022.91,Cash
585,2024-12-29,Camera G,Gadgets,India,10,8641,10,5,81657.45,UPI
586,2024-04-21,Mouse F,Electronics,UK,10,45767,5,12,486960.88,Cash
587,2024-06-09,Monitor E,Electronics,India,7,2978,15,18,20908.54,UPI
588,2024-10-29,Keyboard D,Gadgets,Australia,5,10757,10,5,50826.83,NetBanking
589,2024-08-13,Laptop B,Accessories,UK,1,29774,0,5,31262.7,Card
590,2024-07-22,Laptop B,Accessories,India,9,6542,0,5,61821.9,Cash
591,2024-07-17,Headphones C,Electronics,USA,2,19679,0,18,46442.44,Cash
592,2024-02-29,Laptop B,Gadgets,Australia,4,33502,15,18,134410.02,Card
593,2024-04-09,Keyboard D,Electronics,Germany,3,36140,10,5,102456.9,NetBanking
594,2024-10-17,Headphones C,Electronics,USA,8,9093,10,12,73325.95,UPI
595,2024-07-11,Monitor E,Electronics,USA,8,16807,5,5,134119.86,UPI
596,2024-07-08,Keyboard D,Accessories,USA,1,1951,10,12,1966.61,NetBanking
597,2024-12-30,Tablet H,Accessories,USA,8,51344,0,18,484687.36,Card
598,2024-11-03,Laptop B,Gadgets,USA,2,28305,15,5,50524.43,Cash
599,2024-10-28,Smartphone A,Accessories,USA,6,7859,10,18,50077.55,NetBanking
600,2024-11-05,Laptop B,Accessories,India,8,52690,15,12,401287.04,UPI
601,2024-02-04,Camera G,Accessories,Australia,5,38204,15,12,181851.04,Cash
602,2024-08-19,Headphones C,Accessories,UK,2,31441,0,18,74200.76,UPI
603,2024-08-16,Mouse F,Electronics,Germany,8,16509,5,18,148052.71,NetBanking
604,2024-04-06,Monitor E,Accessories,Canada,7,40322,5,18,316406.73,UPI
605,2024-08-07,Mouse F,Gadgets,UK,1,16177,10,18,17179.97,Card
606,2024-12-07,Mouse F,Electronics,India,4,58482,0,18,276035.04,UPI
607,2024-05-24,Laptop B,Gadgets,India,10,1906,5,5,19012.35,Cash
608,2024-11-03,Camera G,Gadgets,India,5,4187,15,18,20997.81,Cash
609,2024-01-03,Camera G,Gadgets,Canada,5,58422,5,18,327455.31,UPI
610,2024-08-19,Monitor E,Gadgets,USA,3,34405,5,12,109820.76,Card
611,2024-04-25,Headphones C,Electronics,USA,8,38327,5,18,343716.54,Cash
612,2024-12-03,Laptop B,Gadgets,Canada,9,51813,10,5,440669.57,Cash
613,2024-03-04,Mouse F,Electronics,India,6,41457,0,5,261179.1,Card
614,2024-10-10,Tablet H,Accessories,India,6,10154,15,5,54374.67,Cash
615,2024-08-15,Mouse F,Accessories,India,5,30830,15,5,137578.88,UPI
616,2024-07-26,Smartphone A,Electronics,USA,9,53469,15,12,458122.39,Card
617,2024-02-27,Tablet H,Electronics,India,2,11925,10,5,22538.25,UPI
618,2024-11-09,Smartphone A,Accessories,Australia,10,55962,0,18,660351.6,Card
619,2024-05-29,Mouse F,Gadgets,USA,6,10293,15,5,55119.01,UPI
620,2024-03-05,Keyboard D,Accessories,India,1,4105,10,12,4137.84,UPI
621,2024-01-06,Headphones C,Gadgets,USA,4,41119,15,5,146794.83,Cash
622,2024-11-03,Mouse F,Gadgets,Canada,2,42922,10,18,91166.33,NetBanking
623,2024-03-05,Monitor E,Accessories,Canada,8,16027,15,5,114432.78,NetBanking
624,2024-09-27,Tablet H,Electronics,India,7,53454,15,5,333953.86,UPI
625,2024-05-10,Laptop B,Electronics,Australia,1,24206,0,12,27110.72,Card
626,2024-08-31,Keyboard D,Accessories,Canada,5,2218,0,18,13086.2,NetBanking
627,2024-09-03,Monitor E,Electronics,USA,7,29130,15,18,204521.73,Card
628,2024-06-15,Keyboard D,Gadgets,Germany,8,39218,10,12,316253.95,Card
629,2024-05-21,Keyboard D,Electronics,Canada,5,45236,5,5,225614.55,Card
630,2024-12-15,Laptop B,Electronics,Australia,1,2051,0,18,2420.18,UPI
631,2024-07-31,Tablet H,Accessories,India,1,38918,10,18,41330.92,Cash
632,2024-07-16,Monitor E,Gadgets,UK,9,59901,15,18,540726.33,NetBanking
633,2024-07-24,Monitor E,Accessories,Australia,8,49512,15,5,353515.68,UPI
634,2024-09-21,Keyboard D,Electronics,USA,9,12782,15,18,115383.11,Cash
635,2024-11-24,Keyboard D,Electronics,Australia,10,50000,10,5,472500.0,NetBanking
636,2024-07-22,Camera G,Electronics,UK,1,26461,10,18,28101.58,Card
637,2024-02-05,Laptop B,Accessories,Germany,7,31323,0,12,245572.32,NetBanking
638,2024-09-14,Laptop B,Accessories,Germany,2,25535,0,18,60262.6,UPI
639,2024-05-21,Keyboard D,Accessories,UK,2,34386,0,5,72210.6,Card
640,2024-09-25,Mouse F,Electronics,UK,9,45598,5,18,460038.22,NetBanking
641,2024-01-18,Tablet H,Electronics,Canada,7,44458,10,12,313695.65,NetBanking
642,2024-12-12,Monitor E,Gadgets,USA,2,34096,0,18,80466.56,NetBanking
643,2024-06-01,Monitor E,Accessories,Germany,8,49655,10,12,400417.92,UPI
644,2024-11-10,Tablet H,Accessories,UK,2,13291,10,12,26794.66,Cash
645,2024-08-08,Keyboard D,Electronics,India,4,5061,15,12,19272.29,UPI
646,2024-09-11,Camera G,Gadgets,Canada,2,17043,0,12,38176.32,Card
647,2024-11-13,Mouse F,Gadgets,Canada,3,59886,5,12,191156.11,Cash
648,2024-01-18,Mouse F,Electronics,Canada,8,5588,5,5,44592.24,Card
649,2024-12-20,Mouse F,Gadgets,Germany,4,33951,15,18,136211.41,UPI
650,2024-08-12,Tablet H,Gadgets,USA,6,17705,5,18,119083.83,Cash
651,2024-01-24,Keyboard D,Gadgets,Australia,9,13078,15,12,112052.3,NetBanking
652,2024-07-06,Tablet H,Accessories,Germany,4,562,15,12,2140.1,Card
653,2024-07-26,Smartphone A,Gadgets,India,7,36909,15,18,259138.09,UPI
654,2024-06-15,Headphones C,Electronics,India,4,48976,5,18,219608.38,Card
655,2024-12-28,Mouse F,Electronics,Canada,5,46424,5,18,260206.52,UPI
656,2024-02-24,Monitor E,Electronics,Germany,10,56994,5,12,606416.16,Card
657,2024-04-20,Mouse F,Electronics,India,10,21718,0,12,243241.6,Card
658,2024-03-27,Tablet H,Gadgets,Germany,9,56487,15,12,483980.62,NetBanking
659,2024-04-08,Mouse F,Accessories,Australia,9,46603,0,5,440398.35,Cash
660,2024-09-24,Monitor E,Gadgets,USA,9,6227,15,18,56211.13,Card
661,2024-03-08,Smartphone A,Electronics,Australia,3,25330,5,18,85184.79,Cash
662,2024-03-06,Laptop B,Gadgets,UK,7,50610,0,12,396782.4,UPI
